frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
748,24916.5,13,472,541,,,,,,,11,753,631,,,,,,,,,,,,,,,,15,842,342,,,,,,
749,24948.2,13,486,554,,,,,,,12,774,622,,,,,,,,,,,,,,,,15,840,326,,,,,,
750,24985.3,13,502,567,,,,,,,12,795,609,,,,,,,,,,,,,,,,15,835,310,,,,,,
751,25016.1,13,519,579,,,,,,,12,816,598,,,,,,,,,,,,,,,,15,830,295,,,,,,
752,25048.4,12,537,590,,,,,,,12,835,583,,,,,,,,,,,,,,,,15,825,282,,,,,,
753,25084.1,12,556,600,,,,,,,12,852,569,,,,,,,,,,,,,,,,15,818,269,,,,,,
754,25116.4,12,576,609,,,,,,,12,871,552,,,,,,,,,,,,,,,,15,810,259,,,,,,
755,25148.5,12,583,613,,,,,,,11,876,544,,,,,,,,,,,,,,,,15,801,254,,,,,,
756,25184.4,12,586,616,,,,,,,12,876,537,,,,,,,,,,,,,,,,15,790,250,,,,,,
757,25216.2,12,589,620,,,,,,,13,876,527,,,,,,,,,,,,,,,,15,779,246,,,,,,
758,25248.4,13,593,623,,,,,,,12,875,521,,,,,,,,,,,,,,,,15,767,242,,,,,,
759,25285.7,12,596,625,,,,,,,12,873,514,,,,,,,,,,,,,,,,14,756,238,,,,,,
760,25316.4,12,600,627,,,,,,,12,874,504,,,,,,,,,,,,,,,,15,744,235,,,,,,
761,25348.4,12,604,629,,,,,,,12,873,495,,,,,,,,,,,,,,,,14,733,232,,,,,,
762,25384.5,12,608,632,,,,,,,12,872,488,,,,,,,,,,,,,,,,14,722,229,,,,,,
763,25416.3,12,612,633,,,,,,,11,870,479,,,,,,,,,,,,,,,,15,710,227,,,,,,
764,25448.3,12,616,634,,,,,,,12,868,472,,,,,,,,,,,,,,,,15,699,224,,,,,,
765,25484.4,12,621,635,,,,,,,11,866,461,,,,,,,,,,,,,,,,14,688,222,,,,,,
766,25516.3,12,626,635,,,,,,,11,865,453,,,,,,,,,,,,,,,,14,677,221,,,,,,
767,25548.4,12,631,636,,,,,,,11,862,443,,,,,,,,,,,,,,,,15,666,220,,,,,,
768,25584.2,13,635,636,,,,,,,11,859,437,,,,,,,,,,,,,,,,14,654,219,,,,,,
769,25616.2,12,640,636,,,,,,,11,857,426,,,,,,,,,,,,,,,,14,643,219,,,,,,
770,25648.2,12,645,635,,,,,,,12,854,419,,,,,,,,,,,,,,,,14,633,218,,,,,,
771,25684.2,12,651,634,,,,,,,11,850,410,,,,,,,,,,,,,,,,14,622,219,,,,,,
772,25717.3,12,656,633,,,,,,,11,848,401,,,,,,,,,,,,,,,,15,611,219,,,,,,
773,25748.2,12,661,631,,,,,,,11,843,392,,,,,,,,,,,,,,,,14,601,220,,,,,,
774,25784.2,12,667,630,,,,,,,11,839,384,,,,,,,,,,,,,,,,15,591,221,,,,,,
775,25816.3,12,672,628,,,,,,,11,835,375,,,,,,,,,,,,,,,,15,580,222,,,,,,
776,25848.2,12,678,625,,,,,,,10,831,367,,,,,,,,,,,,,,,,15,570,224,,,,,,
777,25884,12,683,622,,,,,,,11,826,359,,,,,,,,,,,,,,,,15,560,226,,,,,,
778,25916.4,12,688,620,,,,,,,12,823,350,,,,,,,,,,,,,,,,14,550,228,,,,,,
779,25948.7,12,695,614,,,,,,,11,814,337,,,,,,,,,,,,,,,,15,536,230,,,,,,
780,25984.2,12,704,605,,,,,,,11,803,320,,,,,,,,,,,,,,,,15,518,232,,,,,,
781,26016.3,12,712,594,,,,,,,10,791,302,,,,,,,,,,,,,,,,15,500,236,,,,,,
782,26048.5,12,720,582,,,,,,,11,777,283,,,,,,,,,,,,,,,,15,483,240,,,,,,
783,26084.2,12,728,569,,,,,,,12,765,268,,,,,,,,,,,,,,,,15,466,245,,,,,,
784,26116.1,12,734,555,,,,,,,13,749,252,,,,,,,,,,,,,,,,15,451,251,,,,,,
785,26148.4,13,741,541,,,,,,,13,733,238,,,,,,,,,,,,,,,,15,436,257,,,,,,
786,26184.3,12,746,526,,,,,,,13,718,223,,,,,,,,,,,,,,,,15,422,264,,,,,,
787,26216.4,12,750,509,,,,,,,13,700,210,,,,,,,,,,,,,,,,15,409,272,,,,,,
788,26249.6,12,755,493,,,,,,,13,683,198,,,,,,,,,,,,,,,,15,397,281,,,,,,
789,26284.4,13,758,475,,,,,,,14,666,185,,,,,,,,,,,,,,,,15,386,290,,,,,,
790,26316.3,13,761,458,,,,,,,14,648,174,,,,,,,,,,,,,,,,15,376,299,,,,,,
791,26351.5,13,762,440,,,,,,,13,629,166,,,,,,,,,,,,,,,,15,367,309,,,,,,
792,26384.3,13,763,420,,,,,,,13,611,158,,,,,,,,,,,,,,,,15,360,319,,,,,,
793,26416.4,13,763,402,,,,,,,13,593,151,,,,,,,,,,,,,,,,15,353,329,,,,,,
794,26454.2,13,761,383,,,,,,,13,575,145,,,,,,,,,,,,,,,,15,347,340,,,,,,
795,26484.1,13,758,363,,,,,,,13,556,140,,,,,,,,,,,,,,,,14,343,351,,,,,,
796,26516.1,13,755,344,,,,,,,12,536,135,,,,,,,,,,,,,,,,15,339,362,,,,,,
797,26548.3,13,751,325,,,,,,,12,517,132,,,,,,,,,,,,,,,,14,337,372,,,,,,
798,26584.3,13,745,306,,,,,,,11,497,131,,,,,,,,,,,,,,,,15,336,382,,,,,,
799,26618.9,13,739,287,,,,,,,11,479,130,,,,,,,,,,,,,,,,14,336,393,,,,,,
800,26648.2,13,732,268,,,,,,,12,461,130,,,,,,,,,,,,,,,,14,336,403,,,,,,
801,26684.3,12,723,250,,,,,,,12,444,131,,,,,,,,,,,,,,,,14,338,413,,,,,,
802,26716.3,13,714,232,,,,,,,12,428,133,,,,,,,,,,,,,,,,14,342,422,,,,,,
803,26748.2,12,703,214,,,,,,,12,412,137,,,,,,,,,,,,,,,,15,345,431,,,,,,
804,26784,13,693,198,,,,,,,12,396,141,,,,,,,,,,,,,,,,14,350,439,,,,,,
805,26816.5,12,680,185,,,,,,,12,380,143,,,,,,,,,,,,,,,,15,351,445,,,,,,
806,26848.4,12,671,181,,,,,,,13,373,147,,,,,,,,,,,,,,,,14,349,449,,,,,,
807,26884.5,13,667,181,,,,,,,13,367,152,,,,,,,,,,,,,,,,14,349,455,,,,,,
808,26916.1,12,659,177,,,,,,,13,359,162,,,,,,,,,,,,,,,,15,353,464,,,,,,
809,26948.6,12,649,168,,,,,,,14,349,175,,,,,,,,,,,,,,,,14,363,476,,,,,,
810,26984.1,13,637,155,,,,,,,13,338,191,,,,,,,,,,,,,,,,15,379,488,,,,,,
811,27016,13,622,142,,,,,,,14,330,210,,,,,,,,,,,,,,,,15,400,501,,,,,,
812,27048.3,13,608,131,,,,,,,13,325,230,,,,,,,,,,,,,,,,15,425,512,,,,,,
813,27084.2,13,592,123,,,,,,,13,321,252,,,,,,,,,,,,,,,,15,451,521,,,,,,
814,27116.4,13,575,116,,,,,,,12,319,274,,,,,,,,,,,,,,,,15,478,528,,,,,,
815,27148.3,13,558,113,,,,,,,12,322,299,,,,,,,,,,,,,,,,15,506,533,,,,,,
816,27184.2,13,541,112,,,,,,,12,326,322,,,,,,,,,,,,,,,,15,535,536,,,,,,
817,27216.2,13,524,113,,,,,,,12,333,345,,,,,,,,,,,,,,,,15,563,536,,,,,,
818,27249.3,13,508,118,,,,,,,12,343,369,,,,,,,,,,,,,,,,15,592,533,,,,,,
819,27284.2,13,492,124,,,,,,,12,355,391,,,,,,,,,,,,,,,,15,619,528,,,,,,
820,27316.2,13,477,134,,,,,,,12,369,413,,,,,,,,,,,,,,,,15,647,520,,,,,,
821,27348.3,12,463,145,,,,,,,11,386,434,,,,,,,,,,,,,,,,15,675,511,,,,,,
822,27384.2,13,451,158,,,,,,,11,404,453,,,,,,,,,,,,,,,,15,700,499,,,,,,
823,27417.7,13,440,174,,,,,,,11,425,472,,,,,,,,,,,,,,,,15,725,485,,,,,,
824,27448.6,13,431,191,,,,,,,11,448,488,,,,,,,,,,,,,,,,15,748,470,,,,,,
825,27484.2,13,425,210,,,,,,,11,472,502,,,,,,,,,,,,,,,,15,770,452,,,,,,
826,27516,13,420,230,,,,,,,11,499,517,,,,,,,,,,,,,,,,15,789,433,,,,,,
827,27548.2,13,418,251,,,,,,,11,525,527,,,,,,,,,,,,,,,,15,806,413,,,,,,
828,27584.1,13,418,273,,,,,,,11,554,535,,,,,,,,,,,,,,,,15,821,391,,,,,,
829,27616.2,13,420,296,,,,,,,11,583,541,,,,,,,,,,,,,,,,15,835,369,,,,,,
830,27648.4,13,425,320,,,,,,,11,613,545,,,,,,,,,,,,,,,,15,845,346,,,,,,
831,27684.1,13,432,343,,,,,,,11,643,546,,,,,,,,,,,,,,,,15,853,323,,,,,,
832,27716.2,13,442,366,,,,,,,11,673,544,,,,,,,,,,,,,,,,15,859,300,,,,,,
833,27748.2,12,454,388,,,,,,,11,704,541,,,,,,,,,,,,,,,,15,863,278,,,,,,
834,27784.1,13,469,410,,,,,,,11,734,535,,,,,,,,,,,,,,,,15,863,256,,,,,,
835,27816.1,13,485,430,,,,,,,11,763,526,,,,,,,,,,,,,,,,15,862,236,,,,,,
836,27848.2,13,505,451,,,,,,,10,792,515,,,,,,,,,,,,,,,,15,858,217,,,,,,
837,27884.2,13,524,468,,,,,,,12,821,503,,,,,,,,,,,,,,,,15,853,199,,,,,,
838,27916.2,13,548,486,,,,,,,11,846,488,,,,,,,,,,,,,,,,15,846,183,,,,,,
839,27948.9,12,571,501,,,,,,,12,871,471,,,,,,,,,,,,,,,,15,837,169,,,,,,
840,27984.3,12,597,515,,,,,,,12,893,453,,,,,,,,,,,,,,,,15,826,157,,,,,,
841,28016.3,12,624,527,,,,,,,11,913,434,,,,,,,,,,,,,,,,15,814,146,,,,,,
842,28048.4,12,653,536,,,,,,,11,932,410,,,,,,,,,,,,,,,,15,802,139,,,,,,
843,28084.2,12,683,544,,,,,,,11,948,389,,,,,,,,,,,,,,,,15,789,134,,,,,,
844,28116.2,13,714,549,,,,,,,11,962,367,,,,,,,,,,,,,,,,15,775,131,,,,,,
845,28152.1,12,744,551,,,,,,,11,972,344,,,,,,,,,,,,,,,,15,761,131,,,,,,
846,28184.4,12,776,552,,,,,,,11,981,322,,,,,,,,,,,,,,,,15,747,133,,,,,,
847,28216.4,12,808,550,,,,,,,10,987,300,,,,,,,,,,,,,,,,15,735,138,,,,,,
848,28248.5,13,840,546,,,,,,,12,991,276,,,,,,,,,,,,,,,,15,722,145,,,,,,
849,28284.4,13,869,539,,,,,,,13,991,257,,,,,,,,,,,,,,,,15,709,153,,,,,,
850,28316.3,13,876,534,,,,,,,13,980,246,,,,,,,,,,,,,,,,15,694,155,,,,,,
851,28348.4,13,878,527,,,,,,,13,968,234,,,,,,,,,,,,,,,,15,678,157,,,,,,
852,28384.2,12,879,519,,,,,,,13,956,223,,,,,,,,,,,,,,,,15,662,159,,,,,,
853,28416.1,13,881,510,,,,,,,13,942,212,,,,,,,,,,,,,,,,15,646,163,,,,,,
854,28448.5,13,882,502,,,,,,,13,929,200,,,,,,,,,,,,,,,,15,631,165,,,,,,
855,28484.2,13,883,493,,,,,,,13,916,190,,,,,,,,,,,,,,,,15,616,169,,,,,,
856,28516.2,13,884,484,,,,,,,13,902,179,,,,,,,,,,,,,,,,15,602,173,,,,,,
857,28548.6,13,884,475,,,,,,,13,888,169,,,,,,,,,,,,,,,,15,588,177,,,,,,
858,28586.3,13,884,464,,,,,,,13,874,159,,,,,,,,,,,,,,,,15,574,182,,,,,,
859,28616.2,13,884,454,,,,,,,14,860,150,,,,,,,,,,,,,,,,15,561,187,,,,,,
860,28652.3,13,884,443,,,,,,,13,845,142,,,,,,,,,,,,,,,,15,548,192,,,,,,
861,28684.1,13,883,433,,,,,,,11,831,132,,,,,,,,,,,,,,,,15,536,198,,,,,,
862,28716.2,13,882,421,,,,,,,12,815,123,,,,,,,,,,,,,,,,15,524,203,,,,,,
863,28752.9,13,880,410,,,,,,,11,800,116,,,,,,,,,,,,,,,,15,513,209,,,,,,
864,28784,12,878,399,,,,,,,11,783,108,,,,,,,,,,,,,,,,15,501,215,,,,,,
865,28816.3,13,867,389,,,,,,,10,757,104,,,,,,,,,,,,,,,,15,481,224,,,,,,
866,28848.5,12,851,377,,,,,,,10,724,99,,,,,,,,,,,,,,,,15,455,236,,,,,,
867,28886.1,13,834,363,,,,,,,10,690,94,,,,,,,,,,,,,,,,15,431,247,,,,,,
868,28918.9,13,816,350,,,,,,,10,655,90,,,,,,,,,,,,,,,,15,408,259,,,,,,
869,28952.9,12,798,336,,,,,,,11,622,87,,,,,,,,,,,,,,,,15,385,271,,,,,,
870,28991.1,12,779,323,,,,,,,11,588,84,,,,,,,,,,,,,,,,15,364,283,,,,,,
871,29018.7,12,760,309,,,,,,,11,555,83,,,,,,,,,,,,,,,,15,343,295,,,,,,
872,29053.9,13,740,295,,,,,,,11,520,82,,,,,,,,,,,,,,,,15,323,307,,,,,,
873,29084.1,12,718,281,,,,,,,12,485,81,,,,,,,,,,,,,,,,15,304,319,,,,,,
874,29125.3,13,697,267,,,,,,,11,453,83,,,,,,,,,,,,,,,,15,285,331,,,,,,
875,29151.7,12,674,254,,,,,,,11,419,85,,,,,,,,,,,,,,,,15,268,343,,,,,,
876,29184.2,12,651,241,,,,,,,11,386,87,,,,,,,,,,,,,,,,15,251,355,,,,,,
877,29216.2,12,627,227,,,,,,,11,353,91,,,,,,,,,,,,,,,,15,235,366,,,,,,
878,29248.5,12,601,218,,,,,,,11,323,94,,,,,,,,,,,,,,,,15,217,375,,,,,,
879,29284.2,12,580,208,,,,,,,11,293,105,,,,,,,,,,,,,,,,15,206,391,,,,,,
880,29316.2,12,564,201,,,,,,,11,270,128,,,,,,,,,,,,,,,,16,208,418,,,,,,
881,29348.4,13,552,198,,,,,,,13,253,158,,,,,,,,,,,,,,,,16,221,452,,,,,,
882,29384.1,12,541,200,,,,,,,13,241,193,,,,,,,,,,,,,,,,16,241,487,,,,,,
883,29416.3,12,529,201,,,,,,,13,232,232,,,,,,,,,,,,,,,,15,267,524,,,,,,
884,29452.2,13,515,202,,,,,,,12,223,273,,,,,,,,,,,,,,,,15,300,558,,,,,,
885,29487,13,498,206,,,,,,,12,220,317,,,,,,,,,,,,,,,,15,336,588,,,,,,
886,29516.1,13,475,211,,,,,,,12,220,363,,,,,,,,,,,,,,,,16,374,613,,,,,,
887,29548.3,13,449,219,,,,,,,12,220,407,,,,,,,,,,,,,,,,16,410,632,,,,,,
888,29584.9,12,424,231,,,,,,,11,225,449,,,,,,,,,,,,,,,,15,447,645,,,,,,
889,29620.1,13,404,248,,,,,,,12,233,488,,,,,,,,,,,,,,,,15,477,655,,,,,,
890,29650.1,13,391,267,,,,,,,11,243,522,,,,,,,,,,,,,,,,15,502,666,,,,,,
891,29688.2,13,382,287,,,,,,,11,253,551,,,,,,,,,,,,,,,,14,523,677,,,,,,
892,29716.2,13,374,306,,,,,,,11,262,579,,,,,,,,,,,,,,,,15,541,686,,,,,,
893,29749.2,13,366,325,,,,,,,11,273,603,,,,,,,,,,,,,,,,14,558,693,,,,,,
894,29784.2,13,358,342,,,,,,,11,286,626,,,,,,,,,,,,,,,,14,576,696,,,,,,
895,29816.4,13,352,357,,,,,,,11,300,647,,,,,,,,,,,,,,,,15,595,695,,,,,,
896,29848.4,13,350,372,,,,,,,12,314,664,,,,,,,,,,,,,,,,15,612,694,,,,,,
897,29884.2,13,345,388,,,,,,,11,329,681,,,,,,,,,,,,,,,,14,628,694,,,,,,
898,29920.1,13,340,406,,,,,,,11,346,698,,,,,,,,,,,,,,,,14,645,688,,,,,,
899,29948.3,13,335,424,,,,,,,11,365,715,,,,,,,,,,,,,,,,14,663,682,,,,,,
900,29985.2,13,331,444,,,,,,,11,384,731,,,,,,,,,,,,,,,,14,678,674,,,,,,
901,30018.7,13,328,465,,,,,,,11,404,745,,,,,,,,,,,,,,,,14,693,666,,,,,,
902,30051.5,13,327,485,,,,,,,11,426,759,,,,,,,,,,,,,,,,14,707,656,,,,,,
903,30084,13,327,507,,,,,,,11,447,771,,,,,,,,,,,,,,,,14,719,646,,,,,,
904,30116.1,12,328,528,,,,,,,12,469,785,,,,,,,,,,,,,,,,15,730,636,,,,,,
905,30148.3,13,330,550,,,,,,,11,494,794,,,,,,,,,,,,,,,,14,741,625,,,,,,
906,30184.9,12,334,572,,,,,,,12,516,801,,,,,,,,,,,,,,,,14,750,615,,,,,,
907,30217.4,13,341,595,,,,,,,12,539,809,,,,,,,,,,,,,,,,15,757,603,,,,,,
908,30248.2,13,348,617,,,,,,,12,563,814,,,,,,,,,,,,,,,,15,763,593,,,,,,
909,30287.9,12,355,639,,,,,,,11,587,819,,,,,,,,,,,,,,,,14,768,581,,,,,,
910,30320.4,12,365,660,,,,,,,13,611,821,,,,,,,,,,,,,,,,15,772,571,,,,,,
911,30348.5,13,377,683,,,,,,,12,634,823,,,,,,,,,,,,,,,,14,775,560,,,,,,
912,30384.2,13,389,704,,,,,,,13,659,824,,,,,,,,,,,,,,,,15,776,551,,,,,,
913,30416.3,13,403,724,,,,,,,12,680,824,,,,,,,,,,,,,,,,15,776,541,,,,,,
914,30448.2,13,418,745,,,,,,,12,703,821,,,,,,,,,,,,,,,,15,775,532,,,,,,
915,30484.2,12,434,764,,,,,,,12,725,817,,,,,,,,,,,,,,,,15,773,524,,,,,,
916,30516.5,13,451,783,,,,,,,13,745,812,,,,,,,,,,,,,,,,15,770,517,,,,,,
917,30548.9,12,470,801,,,,,,,12,767,807,,,,,,,,,,,,,,,,15,766,510,,,,,,
918,30584.4,13,489,818,,,,,,,13,787,800,,,,,,,,,,,,,,,,14,762,505,,,,,,
919,30616.1,12,510,834,,,,,,,13,805,793,,,,,,,,,,,,,,,,15,755,500,,,,,,
920,30648.5,12,531,850,,,,,,,13,823,785,,,,,,,,,,,,,,,,14,749,497,,,,,,
921,30684.3,12,553,863,,,,,,,12,839,776,,,,,,,,,,,,,,,,15,743,495,,,,,,
922,30716.2,12,577,877,,,,,,,13,855,766,,,,,,,,,,,,,,,,15,736,494,,,,,,
923,30750.5,12,600,888,,,,,,,12,869,756,,,,,,,,,,,,,,,,14,728,494,,,,,,
924,30784.4,12,625,899,,,,,,,13,882,746,,,,,,,,,,,,,,,,14,720,496,,,,,,
925,30818,12,650,908,,,,,,,12,894,734,,,,,,,,,,,,,,,,14,712,498,,,,,,
926,30848.7,12,675,916,,,,,,,12,905,722,,,,,,,,,,,,,,,,14,704,503,,,,,,
927,30884.4,12,701,922,,,,,,,12,914,712,,,,,,,,,,,,,,,,14,696,508,,,,,,
928,30916.3,12,726,927,,,,,,,12,922,700,,,,,,,,,,,,,,,,14,688,514,,,,,,
929,30949.2,12,751,931,,,,,,,12,929,688,,,,,,,,,,,,,,,,14,681,523,,,,,,
930,30984.2,12,777,934,,,,,,,13,936,676,,,,,,,,,,,,,,,,14,673,532,,,,,,
931,31016.1,12,802,935,,,,,,,13,939,666,,,,,,,,,,,,,,,,14,667,542,,,,,,
932,31053.1,12,827,935,,,,,,,13,942,657,,,,,,,,,,,,,,,,15,661,554,,,,,,
933,31084.4,12,851,933,,,,,,,13,944,646,,,,,,,,,,,,,,,,14,655,566,,,,,,
934,31116.3,12,875,930,,,,,,,13,946,636,,,,,,,,,,,,,,,,14,650,580,,,,,,
935,31152.5,12,899,927,,,,,,,11,944,628,,,,,,,,,,,,,,,,14,646,595,,,,,,
936,31187.4,13,923,922,,,,,,,13,945,619,,,,,,,,,,,,,,,,15,643,610,,,,,,
937,31225.5,12,942,911,,,,,,,12,929,606,,,,,,,,,,,,,,,,15,630,628,,,,,,
938,31249.3,13,952,889,,,,,,,12,898,585,,,,,,,,,,,,,,,,15,606,647,,,,,,
939,31284.3,13,957,861,,,,,,,12,860,569,,,,,,,,,,,,,,,,15,582,669,,,,,,
940,31316.1,13,958,830,,,,,,,11,821,554,,,,,,,,,,,,,,,,15,560,692,,,,,,
941,31348.5,12,954,800,,,,,,,11,780,545,,,,,,,,,,,,,,,,15,543,716,,,,,,
942,31384.4,12,946,768,,,,,,,11,740,539,,,,,,,,,,,,,,,,15,529,741,,,,,,
943,31416.3,12,935,735,,,,,,,11,699,538,,,,,,,,,,,,,,,,14,519,767,,,,,,
944,31448.4,12,920,703,,,,,,,11,660,539,,,,,,,,,,,,,,,,14,513,793,,,,,,
945,31484.2,12,899,671,,,,,,,11,622,546,,,,,,,,,,,,,,,,14,509,817,,,,,,
946,31516.2,12,876,641,,,,,,,11,585,556,,,,,,,,,,,,,,,,14,511,840,,,,,,
947,31548.3,12,849,614,,,,,,,11,551,569,,,,,,,,,,,,,,,,14,515,861,,,,,,
948,31584.3,12,819,589,,,,,,,11,520,585,,,,,,,,,,,,,,,,15,523,881,,,,,,
949,31616.3,12,787,567,,,,,,,11,491,603,,,,,,,,,,,,,,,,15,534,898,,,,,,
950,31651.5,12,751,548,,,,,,,11,466,624,,,,,,,,,,,,,,,,15,547,911,,,,,,
951,31687.7,12,715,533,,,,,,,11,444,648,,,,,,,,,,,,,,,,15,563,922,,,,,,
952,31716.5,12,677,522,,,,,,,11,425,671,,,,,,,,,,,,,,,,15,580,929,,,,,,
953,31748.4,12,643,518,,,,,,,12,406,688,,,,,,,,,,,,,,,,14,584,932,,,,,,
954,31784.4,12,610,513,,,,,,,11,388,704,,,,,,,,,,,,,,,,15,585,932,,,,,,
955,31816.2,12,576,505,,,,,,,11,375,719,,,,,,,,,,,,,,,,15,595,927,,,,,,
956,31848.4,12,547,495,,,,,,,12,364,727,,,,,,,,,,,,,,,,15,602,914,,,,,,
957,31884.7,13,532,484,,,,,,,12,362,727,,,,,,,,,,,,,,,,15,610,899,,,,,,
958,31916.3,12,533,473,,,,,,,12,365,720,,,,,,,,,,,,,,,,15,618,885,,,,,,
959,31949.7,13,540,460,,,,,,,12,375,709,,,,,,,,,,,,,,,,15,629,873,,,,,,
960,31980.3,13,540,444,,,,,,,11,383,698,,,,,,,,,,,,,,,,15,641,855,,,,,,
961,32016.3,13,539,427,,,,,,,12,390,687,,,,,,,,,,,,,,,,15,653,834,,,,,,
962,32048.4,13,535,408,,,,,,,11,398,673,,,,,,,,,,,,,,,,15,665,811,,,,,,
963,32080.2,13,529,390,,,,,,,11,400,660,,,,,,,,,,,,,,,,15,672,788,,,,,,
964,32116,13,525,372,,,,,,,11,402,645,,,,,,,,,,,,,,,,15,677,766,,,,,,
965,32148.3,13,525,354,,,,,,,12,403,628,,,,,,,,,,,,,,,,15,679,747,,,,,,
966,32180.6,13,522,340,,,,,,,12,405,614,,,,,,,,,,,,,,,,15,681,729,,,,,,
967,32216.3,13,514,332,,,,,,,11,406,608,,,,,,,,,,,,,,,,15,686,716,,,,,,
968,32248.3,13,505,330,,,,,,,12,409,610,,,,,,,,,,,,,,,,14,693,705,,,,,,
969,32280.7,13,493,333,,,,,,,11,415,617,,,,,,,,,,,,,,,,15,705,694,,,,,,
970,32316.1,13,483,339,,,,,,,11,424,628,,,,,,,,,,,,,,,,14,718,685,,,,,,
971,32348.2,13,473,347,,,,,,,12,435,640,,,,,,,,,,,,,,,,15,732,676,,,,,,
972,32380.5,13,462,355,,,,,,,12,448,650,,,,,,,,,,,,,,,,14,748,662,,,,,,
973,32418.9,13,453,364,,,,,,,12,462,659,,,,,,,,,,,,,,,,14,762,647,,,,,,
974,32448.2,13,444,375,,,,,,,12,477,667,,,,,,,,,,,,,,,,15,775,632,,,,,,
975,32482.1,13,438,386,,,,,,,11,494,674,,,,,,,,,,,,,,,,15,789,615,,,,,,
976,32516.1,13,431,398,,,,,,,12,511,681,,,,,,,,,,,,,,,,15,799,598,,,,,,
977,32548.4,13,427,410,,,,,,,12,528,685,,,,,,,,,,,,,,,,15,810,580,,,,,,
978,32580.2,13,423,423,,,,,,,12,546,689,,,,,,,,,,,,,,,,15,819,561,,,,,,
979,32617.4,13,422,437,,,,,,,11,565,691,,,,,,,,,,,,,,,,15,827,542,,,,,,
980,32648.4,12,421,450,,,,,,,13,586,693,,,,,,,,,,,,,,,,15,834,523,,,,,,
981,32680.6,12,422,463,,,,,,,12,605,693,,,,,,,,,,,,,,,,15,839,502,,,,,,
982,32721.4,12,424,477,,,,,,,11,625,691,,,,,,,,,,,,,,,,15,843,483,,,,,,
983,32748.4,13,428,491,,,,,,,12,645,688,,,,,,,,,,,,,,,,15,847,463,,,,,,
984,32783,13,434,505,,,,,,,11,666,683,,,,,,,,,,,,,,,,15,849,443,,,,,,
985,32817.8,12,440,518,,,,,,,11,686,678,,,,,,,,,,,,,,,,15,849,423,,,,,,
986,32854.7,12,448,531,,,,,,,12,706,671,,,,,,,,,,,,,,,,15,848,404,,,,,,
987,32880.5,13,457,544,,,,,,,12,726,662,,,,,,,,,,,,,,,,15,846,385,,,,,,
988,32923.2,13,468,556,,,,,,,11,747,652,,,,,,,,,,,,,,,,15,843,367,,,,,,
989,32948.5,13,480,567,,,,,,,12,764,643,,,,,,,,,,,,,,,,15,838,348,,,,,,
990,32980.4,13,492,578,,,,,,,13,784,630,,,,,,,,,,,,,,,,15,832,332,,,,,,
991,33017.6,13,507,589,,,,,,,12,802,617,,,,,,,,,,,,,,,,16,825,315,,,,,,
992,33048.2,13,521,598,,,,,,,12,820,603,,,,,,,,,,,,,,,,15,818,301,,,,,,
993,33080.3,13,538,607,,,,,,,13,835,586,,,,,,,,,,,,,,,,15,810,286,,,,,,
994,33116.2,13,554,614,,,,,,,12,850,571,,,,,,,,,,,,,,,,15,801,273,,,,,,
995,33148.3,13,572,620,,,,,,,11,864,555,,,,,,,,,,,,,,,,15,792,262,,,,,,
